symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund,data_load_date
WFC,73.19,1.123,18944493,2.38173E+11,1.6,50.15-81.5,-2.33,Wells Fargo & Company,USD,0000072971,US9497461015,949746101,New York Stock Exchange,NYSE,Banks - Diversified,https://www.wellsfargo.com,"Wells Fargo & Company, a diversified financial services company, provides banking, investment, mortgage, and consumer and commercial finance products and services in the United States and internationally. It operates through four segments: Consumer Banking and Lending; Commercial Banking; Corporate and Investment Banking; and Wealth and Investment Management. The Consumer Banking and Lending segment offers diversified financial products and services for consumers and small businesses. Its financial products and services include checking and savings accounts, and credit and debit cards, as well as home, auto, personal, and small business lending services. The Commercial Banking segment provides financial solutions to private, family owned, and certain public companies. Its products and services include banking and credit products across various industry sectors and municipalities, secured lending and lease products, and treasury management services. The Corporate and Investment Banking segment offers a suite of capital markets, banking, and financial products and services to corporate, commercial real estate, government, and institutional clients. Its products and services comprise corporate banking, investment banking, treasury management, commercial real estate lending and servicing, equity, and fixed income solutions, as well as sales, trading, and research capabilities services. The Wealth and Investment Management segment provides personalized wealth management, brokerage, financial planning, lending, private banking, and trust and fiduciary products and services to affluent, high-net worth, and ultra-high-net worth clients. It also operates through financial advisors. Wells Fargo & Company was founded in 1852 and is headquartered in San Francisco, California.",Mr. Charles W. Scharf,Financial Services,US,215367,866 249 3302,420 Montgomery Street,San Francisco,CA,94104,-6.49763,80.477626,https://images.financialmodelingprep.com/symbol/WFC.png,1972-06-01,FALSE,FALSE,TRUE,FALSE,FALSE,2025-05-21
CSCO,63.2,0.888,23913555,2.51428E+11,1.61,44.5-66.5,-0.22,"Cisco Systems, Inc.",USD,0000858877,US17275R1023,17275R102,NASDAQ Global Select,NASDAQ,Communication Equipment,https://www.cisco.com,"Cisco Systems, Inc. designs, manufactures, and sells Internet Protocol based networking and other products related to the communications and information technology industry in the Americas, Europe, the Middle East, Africa, the Asia Pacific, Japan, and China. The company also offers switching portfolio encompasses campus switching as well as data center switching; enterprise routing portfolio interconnects public and private wireline and mobile networks, delivering highly secure, and reliable connectivity to campus, data center and branch networks; and wireless products include indoor and outdoor wireless coverage designed for seamless roaming use of voice, video, and data applications. In addition, it provides security, which comprising network security, identity and access management, secure access service edge, and threat intelligence, detection, and response offerings; collaboration products, such as Webex Suite, collaboration devices, contact center, and communication platform as a service; end-to-end collaboration solutions that can be delivered from the cloud, on-premise or within hybrid cloud environments allowing customers to transition their collaboration solutions from on-premise to the cloud; and observability offers network assurance, monitoring and analytics and observability suite. Further, the company offers a range of service and support options for its customers, including technical support and advanced services and advisory services. It serves businesses of various sizes, public institutions, governments, and service providers. The company sells its products and services directly, as well as through systems integrators, service providers, other resellers, and distributors. Cisco Systems, Inc. has strategic alliances with other companies. Cisco Systems, Inc. was incorporated in 1984 and is headquartered in San Jose, California.",Mr. Charles H. Robbins,Technology,US,90400,(408) 526-4000,170 West Tasman Drive,San Jose,CA,95134-1706,3.95166,59.60833834,https://images.financialmodelingprep.com/symbol/CSCO.png,1990-02-16,FALSE,FALSE,TRUE,FALSE,FALSE,2025-05-21
CVX,135.56,0.806,9731163,2.36741E+11,6.68,132.04-168.96,-1.71,Chevron Corporation,USD,0000093410,US1667641005,166764100,New York Stock Exchange,NYSE,Oil & Gas Integrated,https://www.chevron.com,"Chevron Corporation, through its subsidiaries, engages in integrated energy and chemicals operations worldwide. The company operates in two segments, Upstream and Downstream. The Upstream segment is involved in the exploration, development, production, and transportation of crude oil and natural gas; processing, liquefaction, transportation, and regasification associated with liquefied natural gas; transportation of crude oil through pipelines; and transportation, storage, and marketing of natural gas, as well as operates a gas-to-liquids plant. The Downstream segment engages in refining crude oil into petroleum products; marketing crude oil, refined products, and lubricants; manufacturing and marketing of renewable fuels; transporting crude oil and refined products by pipeline, marine vessel, motor equipment, and rail car; and manufacturing and marketing of commodity petrochemicals, plastics for industrial uses, and fuel and lubricant additives. It is also involved in the cash management and debt financing activities; insurance operations; real estate activities; and technology businesses. The company was formerly known as ChevronTexaco Corporation and changed its name to Chevron Corporation in 2005. Chevron Corporation was founded in 1879 and is based in San Ramon, California.",Mr. Michael K. Wirth,Energy,US,45298,925 842 1000,6001 Bollinger Canyon Road,San Ramon,CA,94583-2324,-266.62505,433.095053,https://images.financialmodelingprep.com/symbol/CVX.png,1921-06-24,FALSE,FALSE,TRUE,FALSE,FALSE,2025-05-21
IBM,260.87,0.629,4888272,2.42452E+11,6.69,163.53-269.28,-6.08,International Business Machines Corporation,USD,0000051143,US4592001014,459200101,New York Stock Exchange,NYSE,Information Technology Services,https://www.ibm.com,"International Business Machines Corporation provides integrated solutions and services worldwide. The company operates through four business segments: Software, Consulting, Infrastructure, and Financing. The Software segment offers hybrid cloud platform and software solutions, such as Red Hat, an enterprise open-source solutions; software for business automation, AIOps and management, integration, and application servers; data and artificial intelligence solutions; and security software and services for threat, data, and identity. This segment also provides transaction processing software that supports clients' mission-critical and on-premise workloads in banking, airlines, and retail industries. The Consulting segment offers business transformation services, including strategy, business process design and operations, data and analytics, and system integration services; technology consulting services; and application and cloud platform services. The Infrastructure segment provides on-premises and cloud-based server and storage solutions for its clients' mission-critical and regulated workloads; and support services and solutions for hybrid cloud infrastructure, as well as remanufacturing and remarketing services for used equipment. The Financing segment offers lease, installment payment, loan financing, and short-term working capital financing services. The company was formerly known as Computing-Tabulating-Recording Co. International Business Machines Corporation was incorporated in 1911 and is headquartered in Armonk, New York.",Mr. Arvind  Krishna,Technology,US,270300,914 499 1900,One New Orchard Road,Armonk,NY,10504,-223.70906,486.0740629,https://images.financialmodelingprep.com/symbol/IBM.png,1915-09-24,FALSE,FALSE,TRUE,FALSE,FALSE,2025-05-21
ABT,133.05,0.743,7311106,2.31486E+11,2.28,99.71-141.23,-2.15,Abbott Laboratories,USD,0000001800,US0028241000,002824100,New York Stock Exchange,NYSE,Medical - Devices,https://www.abbott.com,"Abbott Laboratories, together with its subsidiaries, discovers, develops, manufactures, and sells health care products worldwide. It operates in four segments: Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices. The Established Pharmaceutical Products segment provides generic pharmaceuticals for the treatment of pancreatic exocrine insufficiency, irritable bowel syndrome or biliary spasm, intrahepatic cholestasis or depressive symptoms, gynecological disorder, hormone replacement therapy, dyslipidemia, hypertension, hypothyroidism, M̩ni̬re's disease and vestibular vertigo, pain, fever, inflammation, and migraine, as well as provides anti-infective clarithromycin, influenza vaccine, and products to regulate physiological rhythm of the colon. The Diagnostic Products segment offers laboratory systems in the areas of immunoassay, clinical chemistry, hematology, and transfusion; molecular diagnostics systems that automate the extraction, purification, and preparation of DNA and RNA from patient samples, as well as detect and measure infectious agents; point of care systems; cartridges for testing blood; rapid diagnostics lateral flow testing products; molecular point-of-care testing for HIV, SARS-CoV-2, influenza A and B, RSV, and strep A; cardiometabolic test systems; drug and alcohol test, and remote patient monitoring and consumer self-test systems; and informatics and automation solutions for use in laboratories. The Nutritional Products segment provides pediatric and adult nutritional products. The Medical Devices segment offers rhythm management, electrophysiology, heart failure, vascular, and structural heart devices for the treatment of cardiovascular diseases; and diabetes care products, as well as neuromodulation devices for the management of chronic pain and movement disorders. Abbott Laboratories was founded in 1888 and is based in North Chicago, Illinois.",Mr. Robert B. Ford,Healthcare,US,114000,224 667 6100,100 Abbott Park Road,North Chicago,IL,60064-6400,6.30533,127.6946715,https://images.financialmodelingprep.com/symbol/ABT.png,1980-03-17,FALSE,FALSE,TRUE,FALSE,FALSE,2025-05-21
GE,233.54,1.313,5978447,2.49045E+11,1.44,150.2-237.3,-1.72,General Electric Company,USD,0000040545,US3696043013,369604301,New York Stock Exchange,NYSE,Aerospace & Defense,https://www.geaerospace.com,"General Electric Company, doing business as GE Aerospace, designs and produces commercial and defense aircraft engines, integrated engine components, electric power, and mechanical aircraft systems. It also offers aftermarket services to support its products. The company operates in the United States, Europe, China, Asia, the Americas, the Middle East, and Africa. General Electric Company was incorporated in 1892 and is based in Evendale, Ohio.",Mr. H. Lawrence Culp Jr.,Industrials,US,53000,617-443-3000,1 Neumann Way,Evendale,OH,45215,225.69686,10.01314303,https://images.financialmodelingprep.com/symbol/GE.png,1962-01-02,FALSE,FALSE,TRUE,FALSE,FALSE,2025-05-21
MCD,316.44,0.567,3806688,2.26265E+11,6.88,243.53-326.32,-3.36,McDonald's Corporation,USD,0000063908,US5801351017,580135101,New York Stock Exchange,NYSE,Restaurants,https://corporate.mcdonalds.com,"McDonald's Corporation operates and franchises McDonald's restaurants in the United States and internationally. Its restaurants offer hamburgers and cheeseburgers, chicken sandwiches and nuggets, wraps, fries, salads, oatmeal, shakes, desserts, sundaes, soft serve cones, bakery items, soft drinks, coffee, and beverages and other beverages, as well as breakfast menu, including biscuit and bagel sandwiches, breakfast burritos, hotcakes, and other sandwiches. As of December 31, 2021, the company operated 40,031 restaurants. McDonald's Corporation was founded in 1940 and is headquartered in Chicago, Illinois.",Mr. Christopher J. Kempczinski,Consumer Cyclical,US,150000,630 623 3000,110 North Carpenter Street,Chicago,IL,60607,-182.50306,498.1630567,https://images.financialmodelingprep.com/symbol/MCD.png,1965-04-21,FALSE,FALSE,TRUE,FALSE,FALSE,2025-05-21
NOW,1014.76,0.974,1994193,2.10055E+11,0,637.99-1198.09,-7.08,"ServiceNow, Inc.",USD,0001373715,US81762P1021,81762P102,New York Stock Exchange,NYSE,Software - Application,https://www.servicenow.com,"ServiceNow, Inc. provides enterprise cloud computing solutions that defines, structures, consolidates, manages, and automates services for enterprises worldwide. It operates the Now platform for workflow automation, artificial intelligence, machine learning, robotic process automation, performance analytics, electronic service catalogs and portals, configuration management systems, data benchmarking, encryption, and collaboration and development tools. The company also provides information technology (IT) service management applications; IT service management product suite for enterprise's employees, customers, and partners; IT business management product suite; IT operations management product that connects a customer's physical and cloud-based IT infrastructure; IT Asset Management to automate IT asset lifecycles; and security operations that connects with internal and third party. In addition, it offers governance, risk, and compliance product to manage risk and resilience; human resources, legal, and workplace service delivery products; safe workplace applications; customer service management product; and field service management applications. Further, it provides App Engine product; IntegrationHub enables application to extend workflows; and professional, industry solutions, and customer support services. It serves government, financial services, healthcare, telecommunications, manufacturing, IT services, technology, oil and gas, education, and consumer products through direct sales team and resale partners. It has a strategic partnership with Celonis to help customers identify and prioritize processes that are suitable for automation. The company was formerly known as Service-now.com and changed its name to ServiceNow, Inc. in May 2012. The company was founded in 2004 and is headquartered in Santa Clara, California.",Mr. William R. McDermott,Technology,US,26293,408 501 8550,2225 Lawson Lane,Santa Clara,CA,95054,174.5161,848.2939031,https://images.financialmodelingprep.com/symbol/NOW.png,2012-06-29,FALSE,FALSE,TRUE,FALSE,FALSE,2025-05-21
AXP,286,1.239,3496680,2.00368E+11,2.92,220.43-326.27,-10.17,American Express Company,USD,0000004962,US0258161092,025816109,New York Stock Exchange,NYSE,Financial - Credit Services,https://www.americanexpress.com,"American Express Company, together with its subsidiaries, provides charge and credit payment card products, and travel-related services worldwide. The company operates through three segments: Global Consumer Services Group, Global Commercial Services, and Global Merchant and Network Services. Its products and services include payment and financing products; network services; accounts payable expense management products and services; and travel and lifestyle services. The company's products and services also comprise merchant acquisition and processing, servicing and settlement, point-of-sale marketing, and information products and services for merchants; and fraud prevention services, as well as the design and operation of customer loyalty programs. It sells its products and services to consumers, small businesses, mid-sized companies, and large corporations through mobile and online applications, third-party vendors and business partners, direct mail, telephone, in-house sales teams, and direct response advertising. American Express Company was founded in 1850 and is headquartered in New York, New York.",Mr. Stephen Joseph Squeri,Financial Services,US,75100,212 640 2000,200 Vesey Street,New York,NY,10285,-256.15264,544.3776391,https://images.financialmodelingprep.com/symbol/AXP.png,1972-06-01,FALSE,FALSE,TRUE,FALSE,FALSE,2025-05-21
MS,125.3,1.3,8135901,2.01021E+11,3.7,90.94-142.03,-3.83,Morgan Stanley,USD,0000895421,US6174464486,617446448,New York Stock Exchange,NYSE,Financial - Capital Markets,https://www.morganstanley.com,"Morgan Stanley, a financial holding company, provides various financial products and services to corporations, governments, financial institutions, and individuals in the Americas, Europe, the Middle East, Africa, and Asia. It operates through Institutional Securities, Wealth Management, and Investment Management segments. The Institutional Securities segment offers capital raising and financial advisory services, including services related to the underwriting of debt, equity, and other securities, as well as advice on mergers and acquisitions, restructurings, real estate, and project finance. This segment also provides sales and trading services, such as sales, financing, prime brokerage, and market-making services in equity and fixed income products consisting of foreign exchange and commodities; corporate and commercial real estate loans, which provides secured lending facilities and financing for sales and trading customers, and asset-backed and mortgage lending; and wealth management services, investment, and research services. The Wealth Management segment offers financial advisor-led brokerage and investment advisory services; self-directed brokerage services; financial and wealth planning services; workplace services, including stock plan administration; annuity and insurance products; securities-based lending, residential real estate loans, and other lending products; banking; and retirement plan services to individual investors and small to medium-sized businesses and institutions. The Investment Management segment provides equity, fixed income, liquidity, and alternative/other products to benefit/defined contribution plans, foundations, endowments, government entities, sovereign wealth funds, insurance companies, and third-party fund sponsors and corporations through institutional and intermediary channels. Morgan Stanley was founded in 1924 and is headquartered in New York, New York.",Mr. Edward N. Pick,Financial Services,US,81000,212 761 4000,1585 Broadway,New York,NY,10036,-41.8377,159.4476965,https://images.financialmodelingprep.com/symbol/MS.png,1993-02-23,FALSE,FALSE,TRUE,FALSE,FALSE,2025-05-21
MRK,76.98,0.441,16879175,1.93299E+11,3.16,73.31-134.63,-0.99,"Merck & Co., Inc.",USD,0000310158,US58933Y1055,58933Y105,New York Stock Exchange,NYSE,Drug Manufacturers - General,https://www.merck.com,"Merck & Co., Inc. operates as a healthcare company worldwide. It operates through two segments, Pharmaceutical and Animal Health. The Pharmaceutical segment offers human health pharmaceutical products in the areas of oncology, hospital acute care, immunology, neuroscience, virology, cardiovascular, and diabetes, as well as vaccine products, such as preventive pediatric, adolescent, and adult vaccines. The Animal Health segment discovers, develops, manufactures, and markets veterinary pharmaceuticals, vaccines, and health management solutions and services, as well as digitally connected identification, traceability, and monitoring products. It serves drug wholesalers and retailers, hospitals, and government agencies; managed health care providers, such as health maintenance organizations, pharmacy benefit managers, and other institutions; and physicians and physician distributors, veterinarians, and animal producers. The company has collaborations with AstraZeneca PLC; Bayer AG; Eisai Co., Ltd.; Ridgeback Biotherapeutics; and Gilead Sciences, Inc. to jointly develop and commercialize long-acting treatments in HIV. Merck & Co., Inc. was founded in 1891 and is headquartered in Kenilworth, New Jersey.",Mr. Robert M. Davis J.D.,Healthcare,US,73000,908 740 4000,2000 Galloping Hill Road,Rahway,NJ,07033,-133.48267,210.98767,https://images.financialmodelingprep.com/symbol/MRK.png,1978-01-13,FALSE,FALSE,TRUE,FALSE,FALSE,2025-05-21
DIS,110.46,1.493,11543800,1.98579E+11,0.95,80.1-118.63,-1.9,The Walt Disney Company,USD,0001744489,US2546871060,254687106,New York Stock Exchange,NYSE,Entertainment,https://www.thewaltdisneycompany.com,"The Walt Disney Company, together with its subsidiaries, operates as an entertainment company worldwide. It operates through two segments, Disney Media and Entertainment Distribution; and Disney Parks, Experiences and Products. The company engages in the film and episodic television content production and distribution activities, as well as operates television broadcast networks under the ABC, Disney, ESPN, Freeform, FX, Fox, National Geographic, and Star brands; and studios that produces motion pictures under the Walt Disney Pictures, Twentieth Century Studios, Marvel, Lucasfilm, Pixar, and Searchlight Pictures banners. It also offers direct-to-consumer streaming services through Disney+, Disney+ Hotstar, ESPN+, Hulu, and Star+; sale/licensing of film and television content to third-party television and subscription video-on-demand services; theatrical, home entertainment, and music distribution services; staging and licensing of live entertainment events; and post-production services by Industrial Light & Magic and Skywalker Sound. In addition, the company operates theme parks and resorts, such as Walt Disney World Resort in Florida; Disneyland Resort in California; Disneyland Paris; Hong Kong Disneyland Resort; and Shanghai Disney Resort; Disney Cruise Line, Disney Vacation Club, National Geographic Expeditions, and Adventures by Disney as well as Aulani, a Disney resort and spa in Hawaii; licenses its intellectual property to a third party for the operations of the Tokyo Disney Resort; and provides consumer products, which include licensing of trade names, characters, visual, literary, and other IP for use on merchandise, published materials, and games. Further, it sells branded merchandise through retail, online, and wholesale businesses; and develops and publishes books, comic books, and magazines. The Walt Disney Company was founded in 1923 and is based in Burbank, California.",Mr. Robert A. Iger,Communication Services,US,177080,818 560 1000,500 South Buena Vista Street,Burbank,CA,91521,84.60395,26.62464711,https://images.financialmodelingprep.com/symbol/DIS.png,1957-11-12,FALSE,FALSE,TRUE,FALSE,FALSE,2025-05-21
VZ,43.75,0.383,24546108,1.84461E+11,2.6975,37.59-47.36,-0.47,Verizon Communications Inc.,USD,0000732712,US92343V1044,92343V104,New York Stock Exchange,NYSE,Telecommunications Services,https://www.verizon.com,"Verizon Communications Inc., through its subsidiaries, offers communications, technology, information, and entertainment products and services to consumers, businesses, and governmental entities worldwide. Its Consumer segment provides postpaid and prepaid service plans; internet access on notebook computers and tablets; wireless equipment, including smartphones and other handsets; and wireless-enabled internet devices, such as tablets, and other wireless-enabled connected devices comprising smart watches. It also provides residential fixed connectivity solutions, such as internet, video, and voice services; and sells network access to mobile virtual network operators. As of December 31, 2021, it had approximately 115 million wireless retail connections, 7 million wireline broadband connections, and 4 million Fios video connections. The company's Business segment provides network connectivity products, including private networking, private cloud connectivity, virtual and software defined networking, and internet access services; and internet protocol-based voice and video services, unified communications and collaboration tools, and customer contact center solutions. This segment also offers a suite of management and data security services; domestic and global voice and data solutions, such as voice calling, messaging services, conferencing, contact center solutions, and private line and data access networks; customer premises equipment; installation, maintenance, and site services; and Internet of Things products and services. As of December 31, 2021, it had approximately 27 million wireless retail postpaid connections and 477 thousand wireline broadband connections. The company was formerly known as Bell Atlantic Corporation and changed its name to Verizon Communications Inc. in June 2000. Verizon Communications Inc. was incorporated in 1983 and is headquartered in New York, New York.",Mr. Hans E. Vestberg,Communication Services,US,99400,212 395 1000,1095 Avenue of the Americas,New York,NY,10036,-28.00317,71.85816503,https://images.financialmodelingprep.com/symbol/VZ.png,1983-11-21,FALSE,FALSE,TRUE,FALSE,FALSE,2025-05-21
INTU,659.98,1.24,1836457,1.84505E+11,4.16,532.65-714.78,-11.18,Intuit Inc.,USD,0000896878,US4612021034,461202103,NASDAQ Global Select,NASDAQ,Software - Application,https://www.intuit.com,"Intuit Inc. provides financial management and compliance products and services for consumers, small businesses, self-employed, and accounting professionals in the United States, Canada, and internationally. The company operates in four segments: Small Business & Self-Employed, Consumer, Credit Karma, and ProConnect. The Small Business & Self-Employed segment provides QuickBooks online services and desktop software solutions comprising QuickBooks Online Advanced, a cloud-based solution; QuickBooks Enterprise, a hosted solution; QuickBooks Self-Employed solution; QuickBooks Commerce, a solution for product-based businesses; QuickBooks Online Accountant and QuickBooks Accountant Desktop Plus solutions; and payroll solutions, such as online payroll processing, direct deposit of employee paychecks, payroll reports, electronic payment of federal and state payroll taxes, and electronic filing of federal and state payroll tax forms. This segment also offers payment-processing solutions, including credit and debit cards, Apple Pay, and ACH payment services; QuickBooks Cash business bank account; and financial supplies and financing for small businesses. The Consumer segment provides TurboTax income tax preparation products and services; and personal finance. The Credit Karma segment offers consumers with a personal finance platform that provides personalized recommendations of home, auto, and personal loans, as well as credit cards and insurance products. The ProConnect segment provides Lacerte, ProSeries, and ProFile desktop tax-preparation software products; and ProConnect Tax Online tax products, electronic tax filing service, and bank products and related services. It sells products and services through various sales and distribution channels, including multi-channel shop-and-buy experiences, websites and call centers, mobile application stores, and retail and other channels. The company was founded in 1983 and is headquartered in Mountain View, California.",Mr. Sasan K. Goodarzi,Technology,US,18800,650 944 6000,2700 Coast Avenue,Mountain View,CA,94043,37.44606,628.1592399,https://images.financialmodelingprep.com/symbol/INTU.png,1993-03-12,FALSE,FALSE,TRUE,FALSE,FALSE,2025-05-21
PEP,130.15,0.481,8116547,1.78446E+11,5.42,127.87-182.13,-1.65,"PepsiCo, Inc.",USD,0000077476,US7134481081,713448108,NASDAQ Global Select,NASDAQ,Beverages - Non-Alcoholic,https://www.pepsico.com,"PepsiCo, Inc. manufactures, markets, distributes, and sells various beverages and convenient foods worldwide. The company operates through seven segments: Frito-Lay North America; Quaker Foods North America; PepsiCo Beverages North America; Latin America; Europe; Africa, Middle East and South Asia; and Asia Pacific, Australia and New Zealand and China Region. It provides dips, cheese-flavored snacks, and spreads, as well as corn, potato, and tortilla chips; cereals, rice, pasta, mixes and syrups, granola bars, grits, oatmeal, rice cakes, simply granola, and side dishes; beverage concentrates, fountain syrups, and finished goods; ready-to-drink tea, coffee, and juices; dairy products; and sparkling water makers and related products. It serves wholesale and other distributors, foodservice customers, grocery stores, drug stores, convenience stores, discount/dollar stores, mass merchandisers, membership stores, hard discounters, e-commerce retailers and authorized independent bottlers, and others through a network of direct-store-delivery, customer warehouse, and distributor networks, as well as directly to consumers through e-commerce platforms and retailers. The company was founded in 1898 and is headquartered in Purchase, New York.",Mr. Ramon Luis Laguarta,Consumer Defensive,US,319000,914 253 2000,700 Anderson Hill Road,Purchase,NY,10577,-89.22307,220.1730701,https://images.financialmodelingprep.com/symbol/PEP.png,1972-06-01,FALSE,FALSE,TRUE,FALSE,FALSE,2025-05-21
AMD,112.06,1.968,41340508,1.81694E+11,0,76.48-187.28,-1.45,"Advanced Micro Devices, Inc.",USD,0000002488,US0079031078,007903107,NASDAQ Global Select,NASDAQ,Semiconductors,https://www.amd.com,"Advanced Micro Devices, Inc. operates as a semiconductor company worldwide. The company operates in two segments, Computing and Graphics; and Enterprise, Embedded and Semi-Custom. Its products include x86 microprocessors as an accelerated processing unit, chipsets, discrete and integrated graphics processing units (GPUs), data center and professional GPUs, and development services; and server and embedded processors, and semi-custom System-on-Chip (SoC) products, development services, and technology for game consoles. The company provides processors for desktop and notebook personal computers under the AMD Ryzen, AMD Ryzen PRO, Ryzen Threadripper, Ryzen Threadripper PRO, AMD Athlon, AMD Athlon PRO, AMD FX, AMD A-Series, and AMD PRO A-Series processors brands; discrete GPUs for desktop and notebook PCs under the AMD Radeon graphics, AMD Embedded Radeon graphics brands; and professional graphics products under the AMD Radeon Pro and AMD FirePro graphics brands. It also offers Radeon Instinct, Radeon PRO V-series, and AMD Instinct accelerators for servers; chipsets under the AMD trademark; microprocessors for servers under the AMD EPYC; embedded processor solutions under the AMD Athlon, AMD Geode, AMD Ryzen, AMD EPYC, AMD R-Series, and G-Series processors brands; and customer-specific solutions based on AMD CPU, GPU, and multi-media technologies, as well as semi-custom SoC products. It serves original equipment manufacturers, public cloud service providers, original design manufacturers, system integrators, independent distributors, online retailers, and add-in-board manufacturers through its direct sales force, independent distributors, and sales representatives. The company was incorporated in 1969 and is headquartered in Santa Clara, California.",Dr. Lisa T. Su Ph.D.,Technology,US,28000,408 749 4000,2485 Augustine Drive,Santa Clara,CA,95054,60.04979,53.97021051,https://images.financialmodelingprep.com/symbol/AMD.png,1980-03-17,FALSE,FALSE,TRUE,FALSE,FALSE,2025-05-21
ADBE,414.03,1.551,3888578,1.7646E+11,0,332.01-587.75,-3.58,Adobe Inc.,USD,0000796343,US00724F1012,00724F101,NASDAQ Global Select,NASDAQ,Software - Infrastructure,https://www.adobe.com,"Adobe Inc. operates as a diversified software company worldwide. It operates through three segments: Digital Media, Digital Experience, and Publishing and Advertising. The Digital Media segment offers products, services, and solutions that enable individuals, teams, and enterprises to create, publish, and promote content; and Document Cloud, a unified cloud-based document services platform. Its flagship product is Creative Cloud, a subscription service that allows members to access its creative products. This segment serves content creators, workers, marketers, educators, enthusiasts, communicators, and consumers. The Digital Experience segment provides an integrated platform and set of applications and services that enable brands and businesses to create, manage, execute, measure, monetize, and optimize customer experiences from analytics to commerce. This segment serves marketers, advertisers, agencies, publishers, merchandisers, merchants, web analysts, data scientists, developers, and executives across the C-suite. The Publishing and Advertising segment offers products and services, such as e-learning solutions, technical document publishing, web conferencing, document and forms platform, web application development, and high-end printing, as well as Advertising Cloud offerings. The company offers its products and services directly to enterprise customers through its sales force and local field offices, as well as to end users through app stores and through its website at adobe.com. It also distributes products and services through a network of distributors, value-added resellers, systems integrators, software vendors and developers, retailers, and original equipment manufacturers. The company was formerly known as Adobe Systems Incorporated and changed its name to Adobe Inc. in October 2018. Adobe Inc. was founded in 1982 and is headquartered in San Jose, California.",Mr. Shantanu  Narayen,Technology,US,30709,408 536 6000,345 Park Avenue,San Jose,CA,95110-2704,0.50431,417.5856884,https://images.financialmodelingprep.com/symbol/ADBE.png,1986-08-13,FALSE,FALSE,TRUE,FALSE,FALSE,2025-05-21
CAT,342.51,1.346,2975762,1.61088E+11,5.64,267.3-418.5,-6.98,Caterpillar Inc.,USD,0000018230,US1491231015,149123101,New York Stock Exchange,NYSE,Agricultural - Machinery,https://www.caterpillar.com,"Caterpillar Inc. manufactures and sells construction and mining equipment, diesel and natural gas engines, and industrial gas turbines worldwide. Its Construction Industries segment offers asphalt pavers, backhoe loaders, compactors, cold planers, compact track and multi-terrain loaders, excavators, motorgraders, pipelayers, road reclaimers, site prep tractors, skid steer loaders, telehandlers, and utility vehicles; mini, small, medium, and large excavators; compact, small, and medium wheel loaders; track-type tractors and loaders; and wheel excavators. The Resource Industries segment provides electric rope shovels, draglines, hydraulic shovels, rotary drills, hard rock vehicles, track-type tractors, mining trucks, longwall miners, wheel loaders, off-highway trucks, articulated trucks, wheel tractor scrapers, wheel dozers, fleet management, landfill compactors, soil compactors, machinery components, autonomous ready vehicles and solutions, select work tools, and safety services and mining performance solutions. The Energy & Transportation segment offers reciprocating engines, generator sets, integrated systems and solutions, turbines and turbine-related services, remanufactured reciprocating engines and components, centrifugal gas compressors, diesel-electric locomotives and components, and other rail-related products and services for marine, oil and gas, industrial, and electric power generation sectors. The company's Financial Products segment provides operating and finance leases, installment sale contracts, working capital loans, and wholesale financing plans; and insurance and risk management products for vehicles, power generation facilities, and marine vessels. The All Other operating segment manufactures filters and fluids, undercarriage, ground engaging tools, etc. The company was formerly known as Caterpillar Tractor Co. and changed its name to Caterpillar Inc. in 1986. The company was founded in 1925 and is headquartered in Deerfield, Illinois.",Mr. Joseph E. Creed CPA,Industrials,US,112900,224-551-4000,510 Lake Cook Road,Deerfield,IL,60015,82.67367,261.9113293,https://images.financialmodelingprep.com/symbol/CAT.png,1929-12-02,FALSE,FALSE,TRUE,FALSE,FALSE,2025-05-21
TXN,185.42,0.955,8308513,1.68449E+11,5.38,139.95-220.39,-3.29,Texas Instruments Incorporated,USD,0000097476,US8825081040,882508104,NASDAQ Global Select,NASDAQ,Semiconductors,https://www.ti.com,"Texas Instruments Incorporated designs, manufactures, and sells semiconductors to electronics designers and manufacturers worldwide. It operates in two segments, Analog and Embedded Processing. The Analog segment offers power products to manage power requirements in various levels using battery-management solutions, DC/DC switching regulators, AC/DC and isolated controllers and converters, power switches, linear regulators, voltage supervisors, voltage references, and lighting products. This segment also provides signal chain products that sense, condition, and measure signals to allow information to be transferred or converted for further processing and control for use in end markets, including amplifiers, data converters, interface products, motor drives, clocks, and sensing products. The Embedded Processing segment offers microcontrollers that are used in electronic equipment; digital signal processors for mathematical computations; and applications processors for specific computing activity. This segment offers products for use in various markets, such as industrial, automotive, personal electronics, communications equipment, enterprise systems, and calculators and other. The company also provides DLP products primarily for use in projectors to create high-definition images; calculators; and application-specific integrated circuits. It markets and sells its semiconductor products through direct sales and distributors, as well as through its website. Texas Instruments Incorporated was founded in 1930 and is headquartered in Dallas, Texas.",Mr. Haviv  Ilan,Technology,US,34000,214 479 3773,12500 TI Boulevard,Dallas,TX,75243,102.49818,85.22682407,https://images.financialmodelingprep.com/symbol/TXN.png,1972-06-01,FALSE,FALSE,TRUE,FALSE,FALSE,2025-05-21
